City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Marsh Harbour,BS,26.5412,-77.0636,82.76,75,3,14.85,clear sky
451,Harindanga,IN,22.0383,88.3214,84.63,78,100,4.23,overcast clouds
452,Forio,IT,40.7342,13.8646,78.53,79,0,1.01,clear sky
453,San Pedro,PH,14.35,121.0167,84.31,78,21,6.04,few clouds
454,Mao,ES,39.8885,4.2658,72.16,88,0,3.44,clear sky
455,Chicama,PE,-7.8447,-79.1469,57.74,82,40,5.28,scattered clouds
456,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,51.19,90,95,5.57,overcast clouds
457,Coihaique,CL,-45.5752,-72.0662,26.55,93,20,0.0,few clouds
458,Chirongui,YT,-12.9319,45.1483,75.13,73,3,15.73,clear sky
459,Chara,RU,56.9064,118.2631,69.4,73,100,1.54,light rain
460,Kainantu,PG,-6.2887,145.8655,75.76,54,14,5.12,few clouds
461,Dhidhdhoo,MV,6.8833,73.1,81.54,78,100,18.45,overcast clouds
462,Katima Mulilo,NA,-17.5,24.2667,54.34,73,48,5.7,scattered clouds
463,Manta,EC,-0.95,-80.7333,71.38,83,40,6.91,scattered clouds
464,Yinchuan,CN,38.4681,106.2731,72.86,29,0,9.13,clear sky
465,Shenjiamen,CN,29.9576,122.298,82.08,82,7,6.91,clear sky
466,Veraval,IN,20.9,70.3667,81.18,82,100,15.03,overcast clouds
467,Hanyang,CN,32.1371,105.5126,63.63,93,100,5.28,overcast clouds
468,Port Lincoln,AU,-34.7333,135.8667,58.33,62,100,19.35,overcast clouds
469,Bandarbeyla,SO,9.4942,50.8122,76.62,73,6,26.44,clear sky
470,Koshurnikovo,RU,54.1667,93.3,66.4,56,62,2.89,broken clouds
471,Nanortalik,GL,60.1432,-45.2371,48.69,80,4,4.9,clear sky
472,Porosozero,RU,62.7191,32.727,62.01,78,99,4.29,overcast clouds
473,Huangmei,CN,30.1924,116.025,89.22,72,45,4.92,scattered clouds
474,Raychikhinsk,RU,49.7838,129.4121,73.4,69,57,5.93,broken clouds
475,Ambon,ID,-3.6954,128.1814,80.74,78,40,6.91,scattered clouds
476,Ussel,FR,45.55,2.3167,58.64,73,0,1.74,clear sky
477,Two Hills,CA,53.7169,-111.7518,68.65,71,92,6.73,overcast clouds
478,Flagstaff,US,35.1981,-111.6513,84.52,33,40,9.22,scattered clouds
479,Alice Springs,AU,-23.7,133.8833,63.95,25,0,5.75,clear sky
480,Itoman,JP,26.1247,127.6694,89.98,76,20,10.36,few clouds
481,Kintampo,GH,8.0563,-1.7306,71.02,80,76,3.56,broken clouds
482,Galveston,US,29.3669,-94.9669,87.76,79,40,9.22,scattered clouds
483,Labuhan,ID,-6.8844,112.2051,81.57,68,100,8.86,overcast clouds
484,Faanui,PF,-16.4833,-151.75,77.27,74,13,10.0,few clouds
485,Teya,RU,60.3778,92.6267,66.83,60,84,6.51,broken clouds
486,Umiray,PH,15.2206,121.4111,84.61,77,40,8.21,scattered clouds
487,Terrace,CA,54.5163,-128.6035,72.68,58,65,3.71,broken clouds
488,Ust-Koksa,RU,50.2696,85.6108,56.25,96,99,2.26,light rain
489,Sur,OM,22.5667,59.5289,85.91,72,27,10.07,scattered clouds
490,Xunchang,CN,28.4543,104.715,76.98,92,100,3.06,overcast clouds
491,Ilulissat,GL,69.2167,-51.1,50.02,87,75,3.44,broken clouds
492,Lapua,FI,62.9693,23.0088,66.31,99,100,3.09,light rain
493,Naze,JP,28.3667,129.4833,84.06,76,29,13.58,scattered clouds
494,Marawi,PH,7.9986,124.2928,82.42,59,87,0.72,overcast clouds
495,Lasa,IT,46.6166,10.7002,66.36,87,24,2.64,few clouds
496,Kerema,PG,-7.9631,145.7785,81.14,79,90,5.64,overcast clouds
497,Sabha,LY,27.0377,14.4283,77.63,33,0,9.44,clear sky
498,Yar-Sale,RU,66.8333,70.8333,43.27,92,100,13.22,light rain
499,Gardanne,FR,43.4549,5.4691,75.49,51,0,2.84,clear sky
500,Kushmurun,KZ,52.4503,64.6311,63.95,66,6,5.91,clear sky
501,Bagdarin,RU,54.4333,113.6,72.19,59,100,5.3,overcast clouds
502,Lengshuijiang,CN,27.6881,111.4294,89.44,64,98,5.88,overcast clouds
503,Belmonte,BR,-15.8631,-38.8828,70.5,87,9,2.82,clear sky
504,Luau,AO,-10.7073,22.2247,61.12,52,16,4.12,few clouds
505,Bingol,TR,38.8847,40.4939,59.88,78,0,7.27,clear sky
506,Maragogi,BR,-9.0122,-35.2225,73.31,90,100,7.83,overcast clouds
507,La Argentina,CO,2.1961,-75.98,57.99,95,99,4.25,overcast clouds
508,Sept-Iles,CA,50.2001,-66.3821,61.32,91,100,13.8,thunderstorm with light rain
509,Jibuti,DJ,11.5,42.5,83.44,42,21,4.81,light rain
510,Cockburn Town,TC,21.4612,-71.1419,82.18,83,8,20.58,clear sky
511,Avera,US,33.194,-82.5271,80.11,82,95,7.63,overcast clouds
512,Alexandria,EG,31.2156,29.9553,77.04,71,0,13.31,clear sky
513,Fayaoue,NC,-20.65,166.5333,77.14,86,100,16.37,overcast clouds
514,Fortuna,US,40.5982,-124.1573,64.92,76,44,5.99,scattered clouds
515,Epernay,FR,49.05,3.95,62.38,91,3,5.77,clear sky
516,Minatitlan,MX,17.9833,-94.5167,78.13,87,71,6.06,broken clouds
517,Erenhot,CN,43.6475,111.9767,64.38,67,100,19.71,moderate rain
518,Troitsko-Pechorsk,RU,62.7084,56.1964,57.99,66,97,5.17,overcast clouds
519,Arlit,NE,18.7369,7.3853,92.62,17,37,9.33,scattered clouds
520,Smidovich,RU,48.6,133.8167,72.18,67,37,13.53,scattered clouds
521,Khorinsk,RU,52.1657,109.7726,69.19,66,100,10.27,overcast clouds
522,Sorong,ID,-0.8833,131.25,81.45,80,33,13.38,scattered clouds
523,Komsomolskiy,UZ,40.4272,71.7189,83.12,30,0,9.22,clear sky
524,Kyabe,TD,9.4515,18.9449,72.0,93,100,5.66,moderate rain
525,Penzance,GB,50.1186,-5.5371,57.88,74,100,12.97,overcast clouds
526,Kuznechnoye,RU,61.12,29.8686,66.99,84,82,4.68,broken clouds
527,Tual,ID,-5.6667,132.75,78.75,70,55,18.63,broken clouds
528,Buraydah,SA,26.326,43.975,86.34,14,52,4.32,broken clouds
529,Muros,ES,42.7762,-9.0603,67.68,81,100,14.18,overcast clouds
530,Golden,US,39.7555,-105.2211,87.49,30,40,6.91,scattered clouds
531,Mamit,IN,23.9333,92.4833,76.03,94,75,0.0,mist
532,Harnosand,SE,62.6323,17.9379,60.8,87,100,13.11,overcast clouds
533,Launceston,AU,-41.45,147.1667,58.6,65,75,8.05,broken clouds
534,Ledyard,US,41.4398,-72.0142,78.73,81,0,3.44,mist
535,Khandyga,RU,62.6667,135.6,83.44,42,87,6.78,overcast clouds
536,Timra,SE,62.487,17.3257,60.48,63,100,11.5,overcast clouds
537,Richards Bay,ZA,-28.783,32.0377,65.08,87,86,6.69,light rain
538,Yarada,IN,17.65,83.2667,82.72,83,75,4.61,mist
539,Leningradskiy,RU,69.3833,178.4167,36.1,99,100,5.41,overcast clouds
540,Falciu,RO,46.2961,28.1408,62.42,52,0,4.76,clear sky
541,Marovoay,MG,-16.1,46.6333,61.5,73,0,5.91,clear sky
542,Methoni,GR,36.8197,21.7049,76.21,57,0,4.14,clear sky
543,Khash,IR,28.2211,61.2158,78.85,57,3,3.36,clear sky
544,Rumford,US,44.5537,-70.5509,72.09,87,0,2.73,clear sky
545,Bonavista,CA,48.6499,-53.1147,55.87,93,90,3.22,overcast clouds
546,Almeirim,BR,-1.5233,-52.5817,77.14,83,82,2.89,broken clouds
547,Botro,CI,7.8525,-5.3106,68.31,98,96,5.5,overcast clouds
548,Camacha,PT,33.0833,-16.3333,65.62,73,75,13.8,broken clouds
549,Itamaraca,BR,-7.7478,-34.8256,73.45,87,100,6.8,overcast clouds
550,Fare,PF,-16.7,-151.0167,76.87,73,2,9.53,light rain
551,Boa Vista,BR,2.8197,-60.6733,80.58,78,40,6.91,light rain
552,Mount Isa,AU,-20.7333,139.5,64.17,24,0,8.05,clear sky
553,Makakilo City,US,21.3469,-158.0858,86.32,54,40,19.57,scattered clouds
554,Jashpurnagar,IN,22.9,84.15,77.25,80,100,3.04,overcast clouds
555,Bulaevo,KZ,54.9056,70.4439,60.01,84,72,11.5,broken clouds
556,Matara,LK,5.9485,80.5353,77.7,89,100,11.5,overcast clouds
557,Maniitsoq,GL,65.4167,-52.9,44.91,90,100,6.55,overcast clouds
558,Dunedin,NZ,-45.8742,170.5036,47.8,72,100,5.99,overcast clouds
559,Lukulu,ZM,-14.3707,23.242,63.19,46,77,7.67,broken clouds
560,Lithakia,GR,37.7167,20.8333,72.68,64,0,0.0,clear sky
561,Kutum,SD,14.2,24.6667,74.91,56,93,4.07,overcast clouds
562,Tarragona,ES,41.129,1.249,82.06,67,20,5.75,few clouds
563,Bridgetown,BB,13.1,-59.6167,82.89,78,40,18.41,scattered clouds
564,Nicoya,CR,10.1483,-85.452,74.97,90,100,2.89,overcast clouds
565,Margate,GB,51.3813,1.3862,63.3,80,16,4.0,few clouds
566,Voh,NC,-20.9667,164.7,82.36,62,100,7.27,overcast clouds
567,Itupiranga,BR,-5.1347,-49.3267,71.92,56,10,1.79,clear sky
568,Kingston,JM,17.997,-76.7936,81.25,77,2,1.01,clear sky
569,Marienburg,PL,54.0359,19.0266,70.88,87,35,4.88,scattered clouds
570,Beyneu,KZ,45.3167,55.2,85.39,31,88,19.22,overcast clouds
571,Robertsport,LR,6.7533,-11.3686,76.69,81,100,12.86,light rain
572,Ketchikan,US,55.3422,-131.6461,63.07,72,75,6.91,broken clouds
573,Kamen-Na-Obi,RU,53.7884,81.3423,66.22,74,0,12.5,clear sky
574,Kilindoni,TZ,-7.9139,39.6668,75.51,72,6,15.01,clear sky
575,Powell,US,40.1578,-83.0752,78.8,74,0,3.44,clear sky
576,Patur,IN,20.45,76.9333,76.28,85,91,12.62,overcast clouds
577,Salalah,OM,17.0151,54.0924,75.29,94,100,5.75,overcast clouds
578,Krasnoselkup,RU,65.7,82.4667,48.42,94,100,2.59,moderate rain
579,Ostersund,SE,63.1792,14.6357,52.61,87,100,9.22,overcast clouds
580,Hofn,IS,64.2539,-15.2082,52.41,79,15,3.76,few clouds
581,Brae,GB,60.3964,-1.353,49.82,87,91,8.57,overcast clouds
582,Coolum Beach,AU,-26.5333,153.1,63.1,96,100,24.02,light rain
583,Talara,PE,-4.5772,-81.2719,63.41,86,33,14.32,scattered clouds
584,Vila Do Maio,CV,15.1333,-23.2167,75.72,82,100,7.23,overcast clouds
585,Villazon,BO,-22.0866,-65.5942,47.95,18,100,4.16,overcast clouds
586,Fuerte Olimpo,PY,-21.0415,-57.8738,74.43,41,95,5.14,overcast clouds
587,Talcahuano,CL,-36.7167,-73.1167,49.68,100,100,5.75,overcast clouds
588,Ewa Beach,US,21.3156,-158.0072,87.75,54,40,19.57,scattered clouds
589,Poum,NC,-20.2333,164.0167,77.9,80,100,18.54,overcast clouds
590,Rodrigues Alves,BR,-7.738,-72.6509,73.0,68,18,2.82,few clouds
591,San Ramon,US,37.7799,-121.978,83.82,61,0,11.5,clear sky
592,Bolobo,CD,-2.1667,16.2333,72.43,79,7,1.92,clear sky
593,Taltal,CL,-25.4,-70.4833,58.26,87,12,3.74,few clouds
594,Asosa,ET,10.0667,34.5333,59.36,93,89,3.42,overcast clouds
595,Izvestkovyy,RU,48.9833,131.55,72.9,62,55,5.59,broken clouds
596,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,83,75,16.11,broken clouds
597,Manaus,BR,-3.1019,-60.025,77.49,94,0,1.14,clear sky
598,Bathsheba,BB,13.2167,-59.5167,83.01,89,40,18.41,scattered clouds
599,Cravo Norte,CO,6.3017,-70.2041,74.95,87,74,2.75,broken clouds
600,Ilhabela,BR,-23.7781,-45.3581,67.5,91,21,6.33,few clouds
601,Saurimo,AO,-9.6608,20.3916,69.48,39,92,4.9,overcast clouds
602,Akdepe,TM,42.0551,59.3788,91.78,19,0,6.29,clear sky
603,Zakharovo,RU,54.366,39.2792,57.76,96,100,14.83,light rain
604,Kant,IN,27.8,79.8,81.72,78,99,8.14,moderate rain
605,Piraju,BR,-23.1936,-49.3839,66.42,66,100,4.36,overcast clouds
606,Ulladulla,AU,-35.35,150.4667,56.3,75,52,10.2,broken clouds
607,Caravelas,BR,-17.7125,-39.2481,69.96,90,11,6.31,few clouds
608,Hirara,JP,24.8,125.2833,85.08,76,0,10.98,clear sky
609,Rocha,UY,-34.4833,-54.3333,46.99,94,100,3.18,overcast clouds
610,Clinton,US,42.587,-82.9199,84.22,58,40,9.22,scattered clouds
611,Vardo,NO,70.3705,31.1107,58.98,94,100,9.22,overcast clouds
612,Manali,IN,13.1667,80.2667,80.69,91,100,11.72,overcast clouds
613,Dumas,US,35.8656,-101.9732,80.74,50,0,12.66,clear sky
614,Ipixuna,BR,-1.7625,-48.8043,75.43,80,84,3.15,broken clouds
615,Dossor,KZ,47.5272,52.9811,79.03,48,93,3.31,overcast clouds
616,Rabat,MA,33.9911,-6.8401,73.47,100,40,4.61,scattered clouds
617,Moree,AU,-29.4667,149.85,67.42,44,26,16.78,scattered clouds
618,Jaciara,BR,-15.9653,-54.9683,71.02,41,21,3.18,few clouds
619,Brenham,US,30.1669,-96.3977,93.38,46,0,9.22,clear sky
620,Wagar,SD,16.1525,36.2032,82.4,60,96,18.95,overcast clouds
621,Moose Factory,CA,51.2585,-80.6094,58.98,94,100,9.22,overcast clouds
622,Federal Way,US,47.3223,-122.3126,82.09,53,20,8.05,few clouds
623,Kpalime,TG,6.9,0.6333,68.29,90,29,2.42,scattered clouds
624,Imeni Zhelyabova,RU,58.9544,36.5956,56.07,86,48,5.08,scattered clouds
625,Oshikango,NA,-17.4,15.8833,53.26,40,0,6.58,clear sky
626,Luba,GQ,3.4568,8.5547,76.26,89,100,8.05,moderate rain
627,Oktyabrskiy,RU,54.4815,53.471,59.65,85,29,3.09,scattered clouds
628,Hauterive,FR,46.0901,3.4459,63.36,75,0,2.57,clear sky
629,Boyolangu,ID,-8.1181,111.8935,78.26,78,98,10.29,overcast clouds
630,Trelew,AR,-43.249,-65.3051,41.65,47,100,7.83,overcast clouds
631,Hamilton,US,39.1834,-84.5333,79.86,71,0,5.75,clear sky
632,Tommot,RU,58.9564,126.2925,76.6,60,49,3.36,scattered clouds
633,Borisoglebsk,RU,51.3671,42.0849,56.21,95,97,5.35,overcast clouds
634,Vagay,RU,57.9375,69.0217,56.86,70,0,6.33,clear sky
635,Kudat,MY,6.8837,116.8477,85.01,66,96,1.72,overcast clouds
636,Benguela,AO,-12.5763,13.4055,66.85,86,19,4.03,few clouds
637,Sunland Park,US,31.7965,-106.58,98.46,22,75,16.11,broken clouds
638,Sambava,MG,-14.2667,50.1667,68.7,85,96,11.34,light rain
639,Quibdo,CO,5.6947,-76.6611,73.81,98,100,2.44,overcast clouds
640,Oussouye,SN,12.485,-16.5469,76.01,92,100,2.73,moderate rain
641,Hovd,MN,48.0056,91.6419,69.12,33,20,3.31,few clouds
642,Severomuysk,RU,56.1481,113.4267,54.91,87,100,4.72,overcast clouds
643,Bardiyah,LY,31.7561,25.0865,72.79,72,0,7.63,clear sky
644,Simbahan,PH,6.3032,120.5836,82.67,74,45,2.95,scattered clouds
645,Dronninglund,DK,57.1604,10.2929,60.55,97,90,7.36,overcast clouds
646,Andenes,NO,69.3143,16.1194,53.58,87,100,2.3,overcast clouds
647,Zabol,AF,32.25,67.25,76.66,59,59,3.89,broken clouds
648,Ilheus,BR,-14.7889,-39.0494,69.04,90,45,4.76,scattered clouds
649,Sao Francisco Do Sul,BR,-26.2433,-48.6381,73.04,96,12,4.43,few clouds
650,Bouar,CF,5.934,15.596,64.27,98,100,2.39,light rain
651,Alappuzha,IN,9.49,76.3264,79.0,85,100,8.12,moderate rain
652,Zabaykalsk,RU,49.6333,117.3167,80.6,53,2,8.01,clear sky
653,Hounde,BF,11.5,-3.5167,76.21,72,97,3.15,overcast clouds
654,Turmalina,BR,-17.2856,-42.73,56.08,89,0,3.09,clear sky
655,Rudnichnyy,RU,59.617,52.4703,57.58,95,6,4.7,clear sky
656,Jieznas,LT,54.6,24.1667,60.39,87,7,2.93,clear sky
657,Qandala,SO,11.472,49.8728,87.67,45,14,8.88,few clouds
658,Lumeje,AO,-11.55,20.7833,64.92,39,99,6.26,overcast clouds
659,Brezovica Pri Ljubljani,SI,46.0333,14.4,72.37,60,99,1.12,overcast clouds
660,Cairns,AU,-16.9167,145.7667,81.1,68,22,6.91,few clouds
661,Chau Doc,VN,10.7,105.1167,81.52,76,40,2.62,scattered clouds
662,Manokwari,ID,-0.8667,134.0833,80.64,78,100,7.78,overcast clouds
663,Kungurtug,RU,50.5994,97.5228,66.51,43,43,1.45,scattered clouds
664,Beruwala,LK,6.4788,79.9828,79.72,85,100,9.35,overcast clouds
665,Roma,US,43.2128,-75.4557,74.35,91,0,3.44,clear sky
666,Coahuayana,MX,18.7333,-103.6833,80.74,88,100,2.84,overcast clouds
667,Aras,ES,42.5617,-2.356,68.41,73,0,16.11,clear sky
668,Isiro,CD,2.7739,27.616,64.51,99,80,0.63,broken clouds
669,Mount Gambier,AU,-37.8333,140.7667,55.11,70,100,12.15,light rain
670,Zyryanka,RU,65.75,150.85,64.29,41,6,0.63,clear sky
671,Mayumba,GA,-3.432,10.6554,70.47,91,91,7.25,overcast clouds
672,Gizo,SB,-8.103,156.8419,84.47,66,93,6.55,overcast clouds
673,Yakeshi,CN,49.2833,120.7333,80.02,52,4,4.9,clear sky
674,Vanimo,PG,-2.6741,141.3028,85.06,66,93,2.51,overcast clouds
675,Zhanaozen,KZ,43.3,52.8,84.43,30,28,21.77,scattered clouds
676,Wukari,NG,7.85,9.7833,72.16,87,100,5.3,overcast clouds
